X,Y
77.352421,15.744565
77.371043,15.744565
77.389665,15.744565
77.408287,15.744565
77.426909,15.744565
77.445531,15.744565
77.464153,15.744565
77.482775,15.744565
77.389665,15.457222
77.408287,15.457222
77.426909,15.457222
77.445531,15.457222
77.464153,15.457222
77.482775,15.457222
77.5,15.457222
77.259311,15.475278
77.277933,15.475278
77.296555,15.475278
77.315177,15.475278
77.333799,15.475278
77.352421,15.475278
77.371043,15.475278
77.389665,15.475278
77.408287,15.475278
77.426909,15.475278
77.445531,15.475278
77.464153,15.475278
77.482775,15.475278
77.5,15.475278
77.259311,15.493333
77.277933,15.493333
77.296555,15.493333
77.315177,15.493333
77.333799,15.493333
77.352421,15.493333
77.371043,15.493333
77.389665,15.493333
77.408287,15.493333
77.426909,15.493333
77.445531,15.493333
77.464153,15.493333
77.482775,15.493333
77.5,15.493333
77.259311,15.009058
77.277933,15.009058
77.296555,15.009058
77.315177,15.009058
77.333799,15.009058
77.352421,15.009058
77.371043,15.009058
77.389665,15.009058
77.408287,15.009058
77.426909,15.009058
77.445531,15.009058
77.464153,15.009058
77.482775,15.009058
77.352421,15.313056
77.371043,15.313056
77.389665,15.313056
77.408287,15.313056
77.426909,15.313056
77.445531,15.313056
77.464153,15.313056
77.482775,15.313056
77.5,15.313056
77.259311,15.331111
77.277933,15.331111
77.296555,15.331111
77.315177,15.331111
77.333799,15.331111
77.352421,15.331111
77.371043,15.331111
77.389665,15.331111
77.408287,15.331111
77.426909,15.331111
77.445531,15.331111
77.464153,15.331111
77.482775,15.331111
77.5,15.331111
77.259311,15.349167
77.277933,15.349167
77.296555,15.349167
77.315177,15.349167
77.333799,15.349167
77.352421,15.349167
77.371043,15.349167
77.389665,15.349167
77.408287,15.349167
77.426909,15.349167
77.445531,15.349167
77.464153,15.349167
77.482775,15.349167
77.5,15.349167
77.259311,15.367222
77.277933,15.367222
77.296555,15.367222
77.315177,15.367222
77.333799,15.367222
77.352421,15.367222
77.371043,15.367222
77.389665,15.367222
77.408287,15.367222
77.426909,15.367222
77.445531,15.367222
77.464153,15.367222
77.482775,15.367222
77.5,15.367222
77.259311,15.385
77.277933,15.385
77.296555,15.385
77.315177,15.385
77.333799,15.385
77.352421,15.385
77.464153,15.385
77.482775,15.385
77.5,15.385
77.259311,15.403056
77.277933,15.403056
77.277933,15.063406
77.296555,15.063406
77.315177,15.063406
77.333799,15.063406
77.352421,15.063406
77.371043,15.063406
77.389665,15.063406
77.408287,15.063406
77.426909,15.063406
77.445531,15.063406
77.464153,15.063406
77.482775,15.063406
77.5,15.063406
77.259311,15.081522
77.277933,15.081522
77.296555,15.081522
77.315177,15.081522
77.333799,15.081522
77.352421,15.081522
77.371043,15.081522
77.389665,15.081522
77.408287,15.081522
77.426909,15.081522
77.445531,15.081522
77.464153,15.081522
77.482775,15.081522
77.5,15.081522
77.259311,15.099638
77.277933,15.099638
77.296555,15.099638
77.315177,15.099638
77.333799,15.099638
77.352421,15.099638
77.371043,15.099638
77.389665,15.099638
77.296555,15.403056
77.315177,15.403056
77.333799,15.403056
77.352421,15.403056
77.371043,15.403056
77.389665,15.403056
77.408287,15.403056
77.426909,15.403056
77.445531,15.403056
77.464153,15.403056
77.482775,15.403056
77.5,15.403056
77.259311,15.420556
77.277933,15.420556
77.296555,15.420556
77.315177,15.420556
77.333799,15.420556
77.352421,15.420556
77.371043,15.420556
77.389665,15.420556
